Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentYears,ExistingLoans,Dependents,Education,SelfEmployed,PropertyArea,MaritalStatus,DebtToIncomeRatio,Loan_Approved
57,33146.0,99505.0,24,795.0,2.0,0,2.0,Graduate,No,Semiurban,Married,1.501,0
56,54561.0,172623.0,360,666.0,0.1,0,0.0,Not Graduate,Yes,Semiurban,Single,0.105,0
55,40337.0,126743.0,180,621.0,3.5,0,2.0,Graduate,No,Urban,Married,0.209,0
39,90335.0,205765.0,180,718.0,3.3,1,1.0,Graduate,No,Rural,Single,0.152,1
40,89374.0,130867.0,12,529.0,0.9,1,1.0,Not Graduate,No,Urban,Single,1.464,0
38,33168.0,46819.0,120,750.0,7.2,2,0.0,Graduate,Yes,Urban,Married,0.141,0
34,63489.0,171359.0,180,637.0,3.4,0,1.0,Graduate,Yes,Urban,Single,0.18,1
35,78487.0,168352.0,120,704.0,2.1,0,0.0,Graduate,No,Urban,Married,0.214,1
51,73663.0,63509.0,120,511.0,0.8,0,0.0,Graduate,No,Urban,Single,0.086,0
21,56794.0,210043.0,24,616.0,4.0,4,2.0,Not Graduate,No,Urban,Married,1.849,0
23,83744.0,205858.0,120,650.0,7.0,2,0.0,Graduate,No,Semiurban,Married,0.246,0
36,35101.0,80402.0,60,743.0,1.7,0,0.0,Graduate,No,Semiurban,Single,0.458,1
43,48332.0,97230.0,360,711.0,1.2,1,0.0,Graduate,No,Urban,Single,0.067,1
31,35692.0,138639.0,12,615.0,3.7,0,1.0,Not Graduate,No,Urban,Single,3.0,0
32,72215.0,89292.0,240,679.0,0.8,2,0.0,Graduate,No,Rural,Married,0.062,1
30,42182.0,201232.0,84,763.0,5.5,2,0.0,Not Graduate,No,Urban,Married,0.682,0
52,51233.0,161918.0,12,632.0,4.6,1,1.0,Graduate,No,Urban,Married,3.0,0
36,68589.0,62515.0,60,622.0,0.5,2,1.0,Not Graduate,No,Urban,Single,0.182,0
28,70361.0,84202.0,12,480.0,0.2,0,4.0,Not Graduate,Yes,Urban,Married,1.197,0
58,35043.0,245018.0,120,625.0,4.8,1,1.0,Not Graduate,No,Semiurban,Married,0.699,0
32,78246.0,272845.0,24,493.0,1.7,1,1.0,Graduate,Yes,Urban,Married,1.744,0
44,65025.0,193098.0,84,640.0,0.5,1,1.0,Not Graduate,Yes,Semiurban,Married,0.424,0
48,31203.0,133098.0,180,739.0,7.1,0,0.0,Graduate,No,Urban,Single,0.284,0
28,25790.0,114803.0,24,459.0,1.9,1,3.0,Not Graduate,No,Semiurban,Single,2.226,0
48,54652.0,193976.0,120,761.0,3.1,2,1.0,Graduate,No,Rural,Single,0.355,0
56,73702.0,156074.0,120,620.0,1.4,1,0.0,Graduate,No,Urban,Single,0.212,0
46,74266.0,21194.0,84,648.0,4.9,2,2.0,Graduate,No,Urban,Married,0.041,1
28,62836.0,232549.0,84,605.0,1.8,1,0.0,Graduate,No,Urban,Married,0.529,1
48,56071.0,257664.0,36,496.0,17.2,1,4.0,Graduate,,Semiurban,Single,1.532,0
48,66258.0,208980.0,24,580.0,6.1,1,3.0,Graduate,No,Urban,Single,1.577,0
57,36183.0,62671.0,180,839.0,0.7,1,1.0,Graduate,Yes,Semiurban,Married,0.115,1
56,92114.0,99054.0,12,551.0,2.7,1,0.0,Not Graduate,No,Urban,Married,1.075,0
47,91827.0,20000.0,120,507.0,2.4,3,0.0,Graduate,No,Urban,Married,0.022,0
37,64434.0,277684.0,120,663.0,3.8,2,0.0,Graduate,Yes,Urban,Married,0.431,0
29,59341.0,121461.0,36,642.0,9.2,2,0.0,Not Graduate,No,Urban,Married,0.682,0
53,45949.0,336663.0,24,621.0,4.4,0,1.0,Graduate,No,Urban,Single,3.0,0
40,66632.0,306418.0,24,651.0,0.3,1,4.0,Graduate,Yes,Semiurban,Single,2.299,0
33,39791.0,77726.0,360,708.0,5.3,3,1.0,Graduate,No,Semiurban,Married,0.065,0
48,15000.0,93339.0,84,597.0,0.0,0,2.0,Graduate,No,Urban,Married,0.889,0
49,15000.0,187295.0,180,667.0,7.6,2,2.0,Graduate,No,Semiurban,Single,0.832,0
33,37411.0,20000.0,84,742.0,5.5,2,3.0,Graduate,No,Rural,Married,0.076,1
55,58440.0,114939.0,180,560.0,,1,0.0,Not Graduate,No,Semiurban,Married,0.131,1
26,62303.0,106947.0,60,441.0,1.7,1,1.0,Graduate,No,Rural,Married,0.343,0
38,44291.0,298093.0,240,710.0,8.0,1,,Graduate,No,Urban,Married,0.337,1
25,58120.0,162881.0,180,875.0,7.6,1,3.0,Not Graduate,Yes,Urban,Married,0.187,1
45,48967.0,127219.0,84,649.0,2.2,2,3.0,Graduate,No,Semiurban,Married,0.371,0
22,33015.0,99481.0,120,668.0,,2,2.0,Graduate,No,Semiurban,Single,0.301,1
30,53818.0,221524.0,84,623.0,4.1,0,0.0,Not Graduate,No,Semiurban,Single,0.588,1
50,72885.0,110263.0,180,793.0,0.0,1,1.0,Graduate,No,Urban,Married,0.101,1
25,34011.0,145977.0,24,643.0,0.4,0,0.0,Not Graduate,No,Semiurban,Married,2.146,0
53,34021.0,98870.0,84,633.0,,0,2.0,Graduate,Yes,Rural,Single,0.415,0
21,31476.0,28597.0,36,732.0,1.0,2,1.0,Not Graduate,No,Urban,Single,0.303,1
38,15000.0,70317.0,360,606.0,3.6,2,2.0,Graduate,No,Rural,Married,0.156,1
52,44436.0,109842.0,120,534.0,24.3,0,4.0,Graduate,No,Urban,Married,0.247,1
31,70710.0,128940.0,36,729.0,5.3,2,2.0,Graduate,No,Urban,Single,0.608,1
41,58826.0,132446.0,180,597.0,0.3,2,0.0,Not Graduate,Yes,Semiurban,Married,0.15,0
46,51276.0,142886.0,60,562.0,3.7,2,0.0,Not Graduate,No,Semiurban,Married,0.557,1
45,57839.0,110905.0,36,839.0,3.4,1,3.0,Graduate,No,Semiurban,Married,0.639,0
42,44242.0,257930.0,240,634.0,0.8,1,0.0,Not Graduate,No,Semiurban,Married,0.291,0
47,15000.0,225839.0,60,694.0,12.6,1,0.0,Graduate,No,Semiurban,Married,3.0,0
33,72242.0,139191.0,12,653.0,2.9,1,0.0,Graduate,No,Urban,Married,1.927,0
53,78565.0,170341.0,120,570.0,26.1,0,1.0,Graduate,No,Urban,Married,0.217,1
54,38981.0,120233.0,12,712.0,2.7,0,0.0,Graduate,No,Urban,Married,3.0,0
55,51682.0,20000.0,84,678.0,4.7,1,4.0,Not Graduate,No,Rural,Married,0.055,0
21,49786.0,151639.0,180,591.0,0.6,1,4.0,Graduate,No,Urban,Married,0.203,0
41,62728.0,174449.0,120,689.0,3.0,0,4.0,Not Graduate,No,Rural,Single,0.278,1
26,92178.0,20987.0,24,604.0,1.4,0,0.0,Graduate,Yes,Urban,Married,0.114,0
48,80515.0,189953.0,60,551.0,9.0,0,4.0,Graduate,Yes,Urban,Married,0.472,0
37,46708.0,127554.0,24,541.0,7.7,1,4.0,Graduate,No,Urban,Married,1.365,0
25,66934.0,177035.0,12,674.0,8.7,3,4.0,Not Graduate,No,Urban,Single,2.645,0
51,82596.0,129968.0,36,616.0,6.4,0,2.0,Graduate,No,Rural,Married,0.525,1
25,63984.0,250076.0,36,785.0,8.9,2,2.0,Graduate,No,Semiurban,Married,1.303,0
58,54897.0,168098.0,180,646.0,1.1,0,0.0,Graduate,No,Rural,Married,0.204,1
23,64812.0,230193.0,12,579.0,3.0,0,3.0,Graduate,,Rural,Married,3.0,0
43,39528.0,236778.0,360,664.0,5.9,1,0.0,Graduate,No,Semiurban,Single,0.2,1
57,42740.0,60436.0,120,534.0,5.1,1,0.0,Graduate,No,Semiurban,Single,0.141,0
57,31591.0,90879.0,60,642.0,6.3,2,4.0,Not Graduate,No,Semiurban,Single,0.575,0
30,61755.0,186129.0,36,679.0,1.3,3,1.0,Graduate,Yes,Semiurban,Married,1.005,0
30,52109.0,120757.0,36,668.0,0.5,1,0.0,Graduate,No,Urban,Married,0.772,0
39,36891.0,130911.0,24,767.0,12.4,2,4.0,Not Graduate,No,Semiurban,Single,1.774,0
37,51388.0,252925.0,24,884.0,4.1,0,4.0,Graduate,No,Semiurban,Married,2.461,0
41,65340.0,125171.0,84,710.0,0.8,0,0.0,Not Graduate,No,Urban,Single,0.274,1
34,97124.0,72486.0,360,756.0,7.9,1,3.0,Graduate,Yes,Semiurban,Married,0.025,1
29,77265.0,83296.0,24,879.0,12.3,0,1.0,Graduate,No,Rural,Married,0.539,1
21,15000.0,324589.0,24,559.0,0.9,2,1.0,Graduate,No,Semiurban,Married,3.0,0
33,60265.0,135742.0,120,662.0,8.5,1,0.0,Not Graduate,No,Semiurban,Married,0.225,1
24,86445.0,40860.0,24,607.0,13.5,0,0.0,Not Graduate,No,Urban,Married,0.236,1
21,25567.0,20000.0,60,726.0,13.9,2,0.0,Graduate,No,Rural,Married,0.156,1
52,67134.0,100029.0,120,674.0,12.3,3,0.0,Graduate,No,Urban,Married,0.149,0
54,49794.0,134278.0,84,576.0,4.0,1,3.0,Graduate,No,Rural,Married,0.385,0
48,80306.0,225934.0,12,651.0,2.2,2,2.0,Graduate,No,Rural,Married,2.813,0
51,63894.0,218188.0,120,744.0,0.0,2,,Graduate,No,Rural,Married,0.341,0
28,35552.0,149492.0,12,533.0,0.3,0,2.0,Graduate,No,Urban,Married,3.0,0
59,50581.0,113667.0,36,578.0,2.8,3,0.0,Graduate,No,Urban,Married,0.749,0
46,51883.0,177168.0,84,565.0,2.5,1,4.0,Graduate,No,Rural,Married,0.488,0
54,52290.0,20000.0,84,679.0,1.0,4,3.0,Not Graduate,No,Rural,Married,0.055,0
23,79624.0,308486.0,120,762.0,2.5,1,0.0,Graduate,No,Rural,Single,0.387,1
32,36462.0,202328.0,240,469.0,1.0,1,0.0,Graduate,Yes,Semiurban,Married,0.277,1
21,77067.0,219359.0,84,658.0,9.4,1,2.0,Graduate,Yes,Semiurban,Single,0.407,1
25,48351.0,64068.0,12,567.0,1.8,0,2.0,Graduate,No,Urban,Single,1.325,0
50,59917.0,252612.0,84,740.0,4.6,0,3.0,Not Graduate,No,Rural,Single,0.602,0
50,56592.0,113199.0,36,629.0,3.5,0,0.0,Graduate,No,Rural,Married,0.667,0
37,54520.0,73795.0,60,662.0,0.3,1,0.0,Graduate,Yes,Urban,Married,0.271,0
43,54701.0,146866.0,240,650.0,14.3,0,1.0,Graduate,No,Urban,Single,0.134,0
35,87062.0,144996.0,180,751.0,3.7,0,2.0,Not Graduate,Yes,Semiurban,Single,0.111,1
57,73534.0,63717.0,84,834.0,,2,0.0,Graduate,No,Semiurban,Single,0.124,1
41,47020.0,78405.0,24,548.0,0.9,1,1.0,Graduate,No,Urban,Married,0.834,0
34,89821.0,72141.0,120,564.0,2.1,0,1.0,Graduate,No,Urban,Married,0.08,0
22,61043.0,72903.0,120,679.0,0.1,1,2.0,Graduate,Yes,Urban,Single,0.119,1
31,62868.0,118952.0,120,577.0,2.3,1,0.0,Graduate,Yes,Urban,Single,0.189,0
59,36579.0,38881.0,360,734.0,3.8,1,1.0,Graduate,No,Rural,Married,0.035,0
58,44055.0,94690.0,240,748.0,10.3,2,3.0,Not Graduate,Yes,Semiurban,Married,0.107,1
54,39853.0,233611.0,240,601.0,5.8,1,4.0,Not Graduate,No,Semiurban,Married,0.293,0
58,56894.0,215865.0,12,581.0,0.6,1,0.0,Graduate,No,Rural,Married,3.0,0
54,69053.0,66010.0,84,625.0,0.8,0,0.0,Graduate,Yes,Urban,Single,0.137,1
38,63079.0,226656.0,180,659.0,2.8,1,4.0,Graduate,No,Rural,Single,0.24,0
50,89937.0,20000.0,120,678.0,1.1,1,1.0,Graduate,No,Rural,Single,0.022,0
35,35469.0,344332.0,84,447.0,0.1,1,2.0,Graduate,No,Semiurban,Married,1.387,0
47,57527.0,254025.0,240,563.0,8.2,1,2.0,Graduate,No,Semiurban,Single,0.221,1
54,26775.0,105221.0,36,614.0,0.1,0,0.0,Graduate,Yes,Semiurban,Married,1.31,0
58,34719.0,180594.0,120,578.0,8.9,0,2.0,Graduate,No,Rural,Single,0.52,0
53,82821.0,37926.0,84,392.0,0.8,0,2.0,Graduate,Yes,Urban,Single,0.065,1
44,44810.0,154835.0,240,480.0,18.4,0,1.0,Graduate,No,Urban,Married,0.173,0
35,37326.0,135307.0,60,533.0,4.6,0,0.0,Graduate,No,Rural,Married,0.725,0
50,15000.0,83219.0,240,640.0,6.6,2,4.0,Not Graduate,,Rural,Married,0.277,0
37,37106.0,112515.0,24,611.0,0.6,0,1.0,Graduate,No,Semiurban,Married,1.516,0
25,50484.0,104641.0,360,593.0,9.9,0,2.0,Not Graduate,No,Urban,Single,0.069,1
49,25137.0,59461.0,360,722.0,9.1,3,3.0,Graduate,No,Urban,Married,0.079,1
24,49219.0,81348.0,120,722.0,5.3,1,1.0,Not Graduate,Yes,Semiurban,Married,0.165,1
30,82954.0,34652.0,60,663.0,3.5,0,2.0,Graduate,No,Rural,Married,0.084,1
37,39439.0,218586.0,60,661.0,6.4,1,4.0,Not Graduate,No,Urban,Single,1.108,0
30,34246.0,75431.0,120,573.0,0.0,2,1.0,Graduate,Yes,Semiurban,Married,0.22,0
37,30274.0,52238.0,84,584.0,4.5,0,1.0,Graduate,No,Rural,Married,0.247,0
40,29881.0,217320.0,120,496.0,,1,3.0,Graduate,,Urban,Single,0.727,0
44,66783.0,179570.0,180,627.0,2.2,3,0.0,Graduate,No,Rural,Married,0.179,0
25,56071.0,214360.0,180,721.0,0.6,1,0.0,Graduate,No,Semiurban,Married,0.255,1
54,76051.0,223287.0,360,772.0,2.7,0,3.0,Graduate,No,Rural,Single,0.098,1
26,99436.0,304996.0,240,628.0,6.5,2,3.0,Graduate,No,Rural,Married,0.153,0
22,15000.0,137517.0,120,694.0,0.6,0,,Graduate,No,Semiurban,Single,0.917,0
33,63362.0,33391.0,120,393.0,1.2,0,0.0,Graduate,No,Rural,Married,0.053,0
31,30390.0,171683.0,84,611.0,0.8,1,0.0,Graduate,No,Rural,Married,0.807,0
43,72356.0,96480.0,12,609.0,,0,0.0,Graduate,No,Rural,Married,1.333,1
36,49018.0,73400.0,360,784.0,0.3,0,2.0,Not Graduate,No,Semiurban,Single,0.05,1
51,55601.0,157994.0,360,685.0,5.8,2,2.0,Not Graduate,No,Semiurban,Married,0.095,1
31,26770.0,219260.0,360,694.0,2.3,1,1.0,Not Graduate,No,Urban,Married,0.273,0
36,45619.0,83120.0,240,690.0,7.0,2,0.0,Not Graduate,No,Urban,Married,0.091,0
28,56973.0,251951.0,36,654.0,16.7,0,2.0,Graduate,Yes,Semiurban,Married,1.474,0
24,84834.0,70831.0,12,788.0,0.6,1,1.0,Not Graduate,Yes,Urban,Single,0.835,1
24,37520.0,130488.0,240,443.0,1.9,1,0.0,Graduate,No,Semiurban,Single,0.174,0
45,42885.0,180905.0,180,663.0,8.3,0,3.0,Graduate,No,Semiurban,Single,0.281,0
23,75774.0,118968.0,84,752.0,1.5,2,0.0,Not Graduate,No,Rural,Married,0.224,1
52,36095.0,20000.0,180,480.0,1.2,0,2.0,Graduate,No,Rural,Married,0.037,0
23,80132.0,224193.0,60,725.0,8.7,1,3.0,Graduate,No,Urban,Single,0.56,1
47,54800.0,100123.0,360,581.0,21.7,2,1.0,Graduate,No,Semiurban,Single,0.061,0
49,61669.0,209592.0,24,660.0,4.1,1,0.0,Graduate,No,Rural,Married,1.699,0
52,63085.0,48868.0,360,580.0,1.6,1,0.0,Graduate,No,Urban,Married,0.026,1
39,41443.0,62525.0,360,736.0,2.5,0,3.0,Graduate,No,Urban,Married,0.05,1
41,63578.0,218995.0,84,624.0,0.9,0,0.0,Graduate,No,Rural,Married,0.492,1
25,38008.0,177241.0,12,726.0,7.2,2,2.0,Graduate,No,Urban,Married,3.0,0
38,43954.0,114913.0,180,689.0,7.4,3,4.0,Graduate,No,Rural,Single,0.174,0
48,67291.0,178403.0,60,579.0,10.4,0,4.0,Graduate,No,Rural,Married,0.53,1
42,61455.0,73677.0,360,695.0,0.1,2,1.0,Not Graduate,No,Semiurban,Married,0.04,0
41,53351.0,158821.0,120,590.0,4.1,1,3.0,Graduate,No,Rural,Married,0.298,1
26,27308.0,160284.0,36,656.0,1.2,0,4.0,Not Graduate,No,Urban,Single,1.956,0
21,32799.0,120097.0,120,622.0,2.1,2,1.0,Graduate,No,Rural,Married,0.366,0
25,61088.0,83177.0,120,731.0,7.7,0,0.0,Graduate,No,Rural,Married,0.136,1
32,71107.0,155620.0,84,699.0,1.1,1,0.0,Graduate,No,Urban,Married,0.313,1
46,30588.0,145602.0,24,647.0,5.1,0,0.0,Graduate,No,Semiurban,Married,2.38,0
54,36524.0,112734.0,24,588.0,5.3,2,3.0,Graduate,No,Semiurban,Single,1.543,0
34,57952.0,67295.0,180,536.0,15.4,3,1.0,Graduate,Yes,Urban,Married,0.077,0
46,57481.0,150998.0,24,662.0,7.5,2,3.0,Graduate,No,Rural,Married,1.313,0
47,19273.0,112934.0,120,593.0,8.1,0,2.0,Graduate,No,Semiurban,Married,0.586,1
29,58554.0,67227.0,84,481.0,3.8,1,2.0,Graduate,Yes,Semiurban,Married,0.164,1
46,41836.0,153482.0,60,530.0,1.0,0,2.0,Not Graduate,No,Urban,Married,0.734,0
42,91103.0,278664.0,180,796.0,2.8,3,0.0,Graduate,No,Semiurban,Single,0.204,1
50,60482.0,120654.0,240,591.0,4.0,0,3.0,Graduate,No,Rural,Married,0.1,0
37,64272.0,269822.0,60,747.0,5.7,1,1.0,Not Graduate,No,Semiurban,Single,0.84,0
46,64842.0,319147.0,12,618.0,,1,1.0,Graduate,No,Rural,Married,3.0,0
56,28294.0,73726.0,12,762.0,2.5,2,0.0,Not Graduate,No,Semiurban,Single,2.606,0
21,97765.0,150724.0,12,755.0,1.5,1,4.0,Not Graduate,Yes,Urban,Married,1.542,0
28,19296.0,318299.0,12,576.0,0.9,0,3.0,Graduate,No,Semiurban,Married,3.0,0
55,72505.0,140314.0,84,471.0,5.9,1,1.0,Graduate,No,Urban,Married,0.276,0
35,68611.0,152945.0,60,479.0,5.2,1,1.0,Graduate,No,Urban,Married,0.446,0
42,44506.0,20000.0,360,577.0,5.8,0,2.0,Graduate,Yes,Urban,Married,0.015,1
34,69662.0,107467.0,36,820.0,2.3,0,0.0,Graduate,No,Rural,Single,0.514,0
46,48013.0,194447.0,180,613.0,1.5,2,0.0,Not Graduate,No,Rural,Single,0.27,0
48,40140.0,344343.0,240,663.0,7.1,0,,Not Graduate,No,Urban,Married,0.429,0
43,65330.0,134319.0,120,767.0,7.4,4,0.0,Graduate,No,Urban,Married,0.206,1
34,32856.0,20000.0,12,660.0,3.0,0,1.0,Graduate,Yes,Urban,Married,0.609,1
44,50066.0,37580.0,240,657.0,4.7,0,1.0,Not Graduate,No,Rural,Single,0.038,1
22,41928.0,147137.0,36,706.0,2.3,0,1.0,Graduate,No,Semiurban,Married,1.17,0
46,47608.0,244177.0,240,676.0,6.1,3,0.0,Graduate,No,Semiurban,Married,0.256,1
34,64520.0,200988.0,60,641.0,9.0,3,1.0,Graduate,No,Semiurban,Single,0.623,0
27,41924.0,186820.0,240,585.0,5.8,1,0.0,Graduate,No,Semiurban,Married,0.223,1
23,50769.0,254732.0,12,657.0,3.6,2,1.0,Graduate,Yes,Urban,Single,3.0,0
43,43931.0,92382.0,36,748.0,3.1,1,2.0,Graduate,No,Urban,Married,0.701,1
38,86768.0,151528.0,120,810.0,5.1,1,4.0,Graduate,No,Urban,Single,0.175,1
58,62537.0,108369.0,360,676.0,5.7,2,0.0,Graduate,No,Semiurban,Married,0.058,1
55,59842.0,128284.0,24,718.0,4.1,1,3.0,Graduate,No,Rural,Married,1.072,0
35,70035.0,69498.0,12,674.0,4.9,0,0.0,Graduate,No,Urban,Single,0.992,1
45,41929.0,122482.0,36,642.0,0.5,4,1.0,Not Graduate,No,Urban,Married,0.974,0
57,73904.0,147783.0,60,696.0,15.2,2,1.0,Graduate,No,Rural,Married,0.4,1
48,62616.0,120282.0,84,757.0,7.8,0,1.0,Graduate,Yes,Urban,Married,0.274,0
30,20660.0,137115.0,36,570.0,2.3,2,2.0,Graduate,No,Urban,Married,2.212,0
59,23583.0,182403.0,24,519.0,4.1,1,1.0,Graduate,No,Rural,Single,3.0,0
37,42409.0,249096.0,24,602.0,0.2,2,0.0,Not Graduate,No,Semiurban,Married,2.937,0
59,25938.0,254892.0,180,669.0,0.2,0,3.0,Graduate,Yes,Semiurban,Single,0.655,1
42,49758.0,210914.0,360,728.0,1.4,0,0.0,Graduate,No,Rural,Married,0.141,1
46,32698.0,49201.0,24,561.0,5.9,2,,Not Graduate,No,Rural,Married,0.752,0
45,52850.0,121167.0,180,426.0,9.6,0,0.0,Graduate,No,Urban,Single,0.153,0
37,86058.0,128057.0,180,604.0,4.1,1,0.0,Graduate,No,Semiurban,Married,0.099,1
33,53914.0,97428.0,180,633.0,3.8,0,1.0,Graduate,No,Semiurban,Single,0.12,1
40,48335.0,177388.0,36,545.0,2.6,2,1.0,Not Graduate,No,Rural,Married,1.223,0
45,63541.0,22454.0,180,582.0,0.9,1,0.0,Graduate,No,Rural,Married,0.024,1
24,39679.0,285485.0,12,728.0,0.6,0,0.0,Not Graduate,No,Urban,Married,3.0,0
30,73555.0,245618.0,12,657.0,7.1,0,2.0,Graduate,No,Semiurban,Married,3.0,0
23,65895.0,188256.0,84,681.0,13.1,1,2.0,Graduate,No,Urban,Married,0.408,1
38,55855.0,145031.0,24,618.0,3.1,1,4.0,Not Graduate,No,Urban,Married,1.298,0
56,58395.0,248307.0,360,582.0,5.4,0,3.0,Graduate,,Semiurban,Single,0.142,1
42,99918.0,205152.0,180,617.0,12.3,0,3.0,Not Graduate,No,Semiurban,Married,0.137,0
54,75731.0,238531.0,60,695.0,0.5,3,,Not Graduate,No,Semiurban,Married,0.63,0
28,103390.0,145276.0,60,516.0,7.4,0,2.0,Not Graduate,No,Semiurban,Married,0.281,0
39,66705.0,293145.0,24,799.0,,1,0.0,Graduate,No,Rural,Married,2.197,0
57,22623.0,243351.0,84,702.0,4.6,1,2.0,Graduate,No,Rural,Married,1.537,0
26,49232.0,190763.0,60,602.0,1.7,0,0.0,Not Graduate,No,Semiurban,Married,0.775,1
46,17595.0,250478.0,12,723.0,5.8,1,3.0,Graduate,Yes,Urban,Married,3.0,0
54,66623.0,116467.0,240,760.0,7.9,2,1.0,Graduate,No,Rural,Married,0.087,0
26,71399.0,56600.0,36,620.0,0.6,0,2.0,Graduate,No,Rural,Married,0.264,0
57,35510.0,175724.0,120,631.0,3.8,2,0.0,Graduate,No,Urban,Single,0.495,0
53,40576.0,145433.0,60,784.0,0.5,0,,Graduate,No,Semiurban,Single,0.717,1
42,58273.0,134183.0,360,841.0,10.3,1,0.0,Graduate,Yes,Rural,Married,0.077,1
41,28642.0,247305.0,180,653.0,3.5,3,0.0,Graduate,No,Semiurban,Single,0.576,1
26,26990.0,163371.0,360,546.0,8.3,1,1.0,Graduate,No,Semiurban,Married,0.202,0
26,82250.0,171086.0,36,608.0,2.3,2,0.0,Graduate,No,Urban,Married,0.693,1
24,57524.0,123836.0,12,743.0,0.7,2,1.0,Not Graduate,No,Semiurban,Single,2.153,0
50,42722.0,220490.0,84,557.0,0.2,1,1.0,Graduate,No,Semiurban,Married,0.737,0
31,17773.0,206150.0,36,631.0,1.7,2,3.0,Graduate,No,Urban,Single,3.0,0
50,73752.0,219893.0,120,676.0,1.4,2,1.0,Graduate,No,Semiurban,Single,0.298,1
51,39941.0,110219.0,240,567.0,4.1,0,1.0,Graduate,Yes,Urban,Married,0.138,0
44,95935.0,254327.0,60,749.0,0.1,0,4.0,Graduate,No,Semiurban,Single,0.53,1
29,73905.0,297101.0,84,712.0,3.7,1,1.0,Not Graduate,No,Rural,Single,0.574,0
23,37221.0,217363.0,84,831.0,2.5,1,1.0,Not Graduate,No,Semiurban,Married,0.834,0
51,39260.0,85257.0,60,720.0,4.3,0,1.0,Not Graduate,Yes,Semiurban,Single,0.434,0
57,92881.0,85824.0,60,564.0,6.1,2,3.0,Graduate,Yes,Semiurban,Married,0.185,1
56,53146.0,119970.0,60,698.0,5.0,1,0.0,Graduate,No,Urban,Single,0.451,0
44,43707.0,104850.0,60,739.0,20.9,0,1.0,Graduate,No,Rural,Married,0.48,1
51,55610.0,144313.0,60,744.0,0.7,1,2.0,Graduate,No,Urban,Married,0.519,0
26,43606.0,200595.0,84,580.0,2.8,3,0.0,Graduate,No,Urban,Married,0.657,0
22,60303.0,173196.0,24,569.0,2.8,0,3.0,Graduate,No,Semiurban,Married,1.436,0
40,53332.0,166183.0,24,547.0,2.7,1,1.0,Graduate,No,Semiurban,Single,1.558,0
48,74261.0,130704.0,360,794.0,5.5,0,1.0,Graduate,No,Urban,Married,0.059,1
31,46451.0,144092.0,24,706.0,3.4,0,2.0,Graduate,No,Urban,Married,1.551,0
24,35534.0,213726.0,120,576.0,3.6,3,0.0,Graduate,No,Rural,Married,0.601,0
35,47322.0,20000.0,24,661.0,2.8,1,3.0,Not Graduate,No,Urban,Married,0.211,0
26,47188.0,149089.0,84,639.0,24.0,1,4.0,Graduate,No,Urban,Single,0.451,1
50,53294.0,173039.0,60,562.0,13.1,0,1.0,Graduate,No,Urban,Married,0.649,0
58,68960.0,212687.0,180,653.0,1.8,0,4.0,Graduate,No,Urban,Married,0.206,1
22,67758.0,69196.0,180,667.0,0.6,1,0.0,Not Graduate,No,Semiurban,Married,0.068,0
35,81392.0,64967.0,120,824.0,9.2,1,3.0,Graduate,No,Semiurban,Married,0.08,0
31,37147.0,196716.0,84,591.0,29.3,0,0.0,Not Graduate,No,Rural,Married,0.757,0
28,63552.0,20000.0,12,496.0,1.7,1,0.0,Graduate,No,Urban,Single,0.315,0
46,71001.0,256575.0,36,556.0,2.2,0,0.0,Not Graduate,No,Urban,Single,1.205,0
25,40167.0,168127.0,360,570.0,14.2,1,0.0,Graduate,No,Urban,Married,0.14,0
26,50432.0,274698.0,12,612.0,6.2,1,0.0,Graduate,No,Urban,Married,3.0,0
46,16500.0,63034.0,84,556.0,1.8,2,3.0,Graduate,No,Urban,Married,0.546,0
24,74951.0,115091.0,24,724.0,4.3,2,3.0,Graduate,No,Urban,Single,0.768,0
39,50259.0,20000.0,60,550.0,14.4,1,0.0,Not Graduate,No,Urban,Married,0.08,0
40,72744.0,86345.0,12,652.0,8.4,2,0.0,Graduate,No,Semiurban,Single,1.187,0
53,59533.0,135292.0,36,830.0,6.8,2,3.0,Graduate,No,Semiurban,Married,0.758,1
40,50926.0,20000.0,180,700.0,6.7,1,1.0,Not Graduate,No,Urban,Married,0.026,0
32,19958.0,118430.0,36,691.0,1.0,1,0.0,Graduate,No,Semiurban,Single,1.978,0
21,23871.0,20000.0,60,817.0,8.7,0,1.0,Not Graduate,No,Urban,Married,0.168,1
46,15000.0,129403.0,24,762.0,1.6,2,1.0,Graduate,No,Semiurban,Single,3.0,0
34,42623.0,241769.0,36,701.0,13.3,0,0.0,Not Graduate,No,Urban,Married,1.891,0
58,105121.0,147202.0,360,622.0,2.3,3,2.0,Graduate,No,Urban,Married,0.047,1
57,26665.0,282657.0,36,648.0,9.7,2,2.0,Graduate,No,Urban,Married,3.0,0
31,15000.0,212903.0,84,644.0,1.5,2,0.0,Graduate,No,Urban,Single,2.028,0
56,76179.0,257852.0,24,614.0,3.6,0,3.0,Graduate,No,Rural,Single,1.692,0
33,107002.0,88804.0,60,669.0,0.6,1,1.0,Graduate,No,Rural,Married,0.166,1
23,61554.0,86869.0,180,682.0,5.4,1,0.0,Graduate,No,Urban,Married,0.094,1
53,61352.0,177649.0,180,538.0,9.0,2,0.0,Not Graduate,No,Semiurban,Married,0.193,0
